#string_protein_id	preferred_name	protein_size	annotation
1280.SAXN108_1667	queA	341	Transfers and isomerizes the ribose moiety from AdoMet to the 7-aminomethyl group of 7-deazaguanine (preQ1-tRNA) to give epoxyqueuosine (oQ-tRNA)
1280.SAXN108_1668	ruvB	334	The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing. 
1280.SAXN108_1669	ruvA	200	The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing. RuvA stimulates, in the presence of DNA, the weak ATPase activity of RuvB. 
1280.SAXN108_1670	AID40111.1	151	Belongs to the UPF0735 family
1280.SAXN108_1671	obg	430	An essential GTPase which binds GTP, GDP and possibly (p)ppGpp with moderate affinity, with high nucleotide exchange rates and a fairly low GTP hydrolysis rate. Plays a role in control of the cell cycle, stress response, ribosome biogenesis and in those bacteria that undergo differentiation, in morphogenesis control. 
1280.SAXN108_1672	rpmA	94	Belongs to the bacterial ribosomal protein bL27 family. 
1280.SAXN108_1673	AID40114.1	106	annotation not available
1280.SAXN108_1674	rplU	102	This protein binds to 23S rRNA in the presence of protein L20
1280.SAXN108_1675	AID40116.1	167	annotation not available
1280.SAXN108_1676	AID40117.1	280	Involved in formation and maintenance of cell shape. 
1280.SAXN108_1677	AID40118.1	39	annotation not available
1280.SAXN108_1678	AID40119.1	157	annotation not available
1280.SAXN108_1679	AID40120.1	94	annotation not available
1280.SAXN108_1680	AID40121.1	38	annotation not available
1280.SAXN108_1681	AID40122.1	220	annotation not available
1280.SAXN108_1682	SAXN108_1682	243	annotation not available
1280.SAXN108_1683	SAXN108_1683	260	annotation not available
1280.SAXN108_1684	AID40125.1	125	annotation not available
1280.SAXN108_1685	SAXN108_1685	630	annotation not available
1280.SAXN108_1686	SAXN108_1686	361	annotation not available
1280.SAXN108_1687	AID40128.1	184	Belongs to the UPF0758 family
1280.SAXN108_1688	AID40129.1	235	annotation not available
1280.SAXN108_1689	SAXN108_1689	423	Belongs to the folylpolyglutamate synthase family. 
1280.SAXN108_1690	valS	876	Catalyzes the attachment of valine to tRNA(Val). As ValRS can inadvertently accommodate and process structurally similar amino acids such as threonine, to avoid such errors, it has a 'posttransfer' editing activity that hydrolyzes mischarged Thr-tRNA(Val) in a tRNA- dependent manner
1280.SAXN108_1691	SAXN108_1691	186	annotation not available
1280.SAXN108_1692	AID40133.1	139	annotation not available
1280.SAXN108_1693	AID40134.1	230	annotation not available
1280.SAXN108_1694	hemL1	428	annotation not available
1280.SAXN108_1695	hemB	324	Catalyzes an early step in the biosynthesis of tetrapyrroles. Binds two molecules of 5-aminolevulinate per subunit, each at a distinct site, and catalyzes their condensation to form porphobilinogen (By similarity)
1280.SAXN108_1696	SAXN108_1696	222	Catalyzes cyclization of the linear tetrapyrrole, hydroxymethylbilane, to the macrocyclic uroporphyrinogen III. 
1280.SAXN108_1697	hemC	308	Tetrapolymerization of the monopyrrole PBG into the hydroxymethylbilane pre-uroporphyrinogen in several discrete steps. 
1280.SAXN108_1698	SAXN108_1698	271	annotation not available
1280.SAXN108_1699	hemA	448	Catalyzes the NADPH-dependent reduction of glutamyl-tRNA(Glu) to glutamate 1-semialdehyde (GSA)
1280.SAXN108_1700	engB	196	Necessary for normal cell division and for the maintenance of normal septation
1280.SAXN108_1701	clpX	420	ATP-dependent specificity component of the Clp protease. It directs the protease to specific substrates. Can perform chaperone functions in the absence of ClpP
1280.SAXN108_1702	tig	433	Involved in protein export. Acts as a chaperone by maintaining the newly synthesized protein in an open conformation. Functions as a peptidyl-prolyl cis-trans isomerase
1280.SAXN108_1703	AID40144.1	309	annotation not available
1280.SAXN108_1704	AID40145.1	202	annotation not available
1280.SAXN108_1705	rplT	118	Binds directly to 23S ribosomal RNA and is necessary for the in vitro assembly process of the 50S ribosomal subunit. It is not involved in the protein synthesizing functions of that subunit. 
1280.SAXN108_1706	rpmI	66	Belongs to the bacterial ribosomal protein bL35 family. 
1280.SAXN108_1707	infC	186	IF-3 binds to the 30S ribosomal subunit and shifts the equilibrum between 70S ribosomes and their 50S and 30S subunits in favor of the free subunits, thus enhancing the availability of 30S subunits on which protein synthesis initiation begins. 
1280.SAXN108_1708	SAXN108_1708	497	annotation not available
1280.SAXN108_1709	thrS	645	Catalyzes the attachment of threonine to tRNA(Thr) in a two- step reaction: L-threonine is first activated by ATP to form Thr-AMP and then transferred to the acceptor end of tRNA(Thr). Also edits incorrectly charged L-seryl-tRNA(Thr)
1280.SAXN108_1710	SAXN108_1710	306	annotation not available
1280.SAXN108_1711	SAXN108_1711	466	annotation not available
1280.SAXN108_1712	nrdR	156	Negatively regulates transcription of bacterial ribonucleotide reductase nrd genes and operons by binding to NrdR- boxes
1280.SAXN108_1713	SAXN108_1713	341	Belongs to the glyceraldehyde-3-phosphate dehydrogenase family
1280.SAXN108_1714	coaE	207	Catalyzes the phosphorylation of the 3'-hydroxyl group of dephosphocoenzyme A to form coenzyme A
1280.SAXN108_1715	AID40156.1	290	Involved in base excision repair of DNA damaged by oxidation or by mutagenic agents. Acts as DNA glycosylase that recognizes and removes damaged bases. Has a preference for oxidized purines, such as 7,8-dihydro-8-oxoguanine (8-oxoG). Has AP (apurinic/apyrimidinic) lyase activity and introduces nicks in the DNA strand. Cleaves the DNA backbone by beta-delta elimination to generate a single-strand break at the site of the removed base with both 3'- and 5'-phosphates. 
1280.SAXN108_1716	polA	876	In addition to polymerase activity, this DNA polymerase exhibits 5'-3' exonuclease activity
1280.SAXN108_1717	AID40158.1	495	annotation not available
1280.SAXN108_1718	SAXN108_1718	546	annotation not available
1280.SAXN108_1719	SAXN108_1719	234	annotation not available
1280.SAXN108_1720	SAXN108_1720	422	annotation not available
1280.SAXN108_1721	SAXN108_1721	373	Belongs to the citrate synthase family. 
1280.SAXN108_1722	SAXN108_1722	453	annotation not available
1280.SAXN108_1723	AID40164.1	114	annotation not available
1280.SAXN108_1724	AID40165.1	105	annotation not available
1280.SAXN108_1725	AID40166.1	275	annotation not available
1280.SAXN108_1726	pyk	585	Belongs to the pyruvate kinase family
1280.SAXN108_1727	pfkA	322	Catalyzes the phosphorylation of D-fructose 6-phosphate to fructose 1,6-bisphosphate by ATP, the first committing step of glycolysis
1280.SAXN108_1728	accA	314	Component of the acetyl coenzyme A carboxylase (ACC) complex. First, biotin carboxylase catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the carboxyltransferase to acetyl-CoA to form malonyl-CoA. 
1280.SAXN108_1729	accD	285	Component of the acetyl coenzyme A carboxylase (ACC) complex. Biotin carboxylase (BC) catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the transcarboxylase to acetyl-CoA to form malonyl-CoA
1280.SAXN108_1730	AID40171.1	409	annotation not available
1280.SAXN108_1731	dnaE	1065	DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. This DNA polymerase also exhibits 3' to 5' exonuclease activity. The alpha chain is the DNA polymerase (By similarity)
1280.SAXN108_1732	AID40173.1	313	annotation not available
1280.SAXN108_1733	AID40174.1	432	annotation not available
1280.SAXN108_1734	AID40175.1	137	annotation not available
1280.SAXN108_1735	AID40176.1	229	Belongs to the UPF0173 family
1280.SAXN108_1736	AID40177.1	341	annotation not available
1280.SAXN108_1737	ald2	372	May play a role in cell wall synthesis as L-alanine is an important constituent of the peptidoglycan layer
1280.SAXN108_1738	AID40179.1	166	annotation not available
1280.SAXN108_1739	ackA	400	Catalyzes the formation of acetyl phosphate from acetate and ATP. Can also catalyze the reverse reaction
1280.SAXN108_1740	AID40181.1	315	annotation not available
1280.SAXN108_1741	tpx	164	Thiol-specific peroxidase that catalyzes the reduction of hydrogen peroxide and organic hydroperoxides to water and alcohols, respectively. Plays a role in cell protection against oxidative stress by detoxifying peroxides
1280.SAXN108_1742	AID40183.1	256	annotation not available
1280.SAXN108_1743	thiI	407	Catalyzes the ATP-dependent transfer of a sulfur to tRNA to produce 4-thiouridine in position 8 of tRNAs, which functions as a near-UV photosensor. Also catalyzes the transfer of sulfur to the sulfur carrier protein ThiS, forming ThiS-thiocarboxylate. This is a step in the synthesis of thiazole, in the thiamine biosynthesis pathway. The sulfur is donated as persulfide by IscS. 
1280.SAXN108_1744	AID40185.1	388	annotation not available
1280.SAXN108_1745	AID40186.1	44	annotation not available
1280.SAXN108_1746	ezrA	564	Negative regulator of FtsZ ring formation; modulates the frequency and position of FtsZ ring formation. Inhibits FtsZ ring formation at polar sites. Interacts either with FtsZ or with one of its binding partners to promote depolymerization
1280.SAXN108_1747	AID40188.1	154	annotation not available
1280.SAXN108_1748	rpsD	200	One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the body of the 30S subunit. 
1280.SAXN108_1749	AID40190.1	247	annotation not available
1280.SAXN108_1750	AID40191.1	148	annotation not available
1280.SAXN108_1751	AID40192.1	386	annotation not available
1280.SAXN108_1752	SAXN108_1752	534	Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family
1280.SAXN108_1753	AID40194.1	376	annotation not available
1280.SAXN108_1754	SAXN108_1754	488	annotation not available
1280.SAXN108_1755	AID40196.1	205	annotation not available
1280.SAXN108_1756	AID40197.1	424	annotation not available
1280.SAXN108_1757	tyrS	420	Catalyzes the attachment of tyrosine to tRNA(Tyr) in a two- step reaction: tyrosine is first activated by ATP to form Tyr-AMP and then transferred to the acceptor end of tRNA(Tyr)
1280.SAXN108_1758	SAXN108_1758	301	annotation not available
1280.SAXN108_1759	AID40200.1	56	annotation not available
1280.SAXN108_1760	isdH	835	Binds human plasma haptoglobin-hemoglobin complexes, haptoglobin and hemoglobin. Binds haptoglobin-hemoglobin complexes with significantly higher affinity than haptoglobin alone. 
1280.SAXN108_1761	fhs	555	Belongs to the formate--tetrahydrofolate ligase family. 
1280.SAXN108_1762	SAXN108_1762	568	annotation not available
1280.SAXN108_1763	SAXN108_1763	210	annotation not available
1280.SAXN108_1764	AID40205.1	389	annotation not available
1280.SAXN108_1765	SAXN108_1765	329	annotation not available
1280.SAXN108_1766	AID40207.1	363	annotation not available
1280.SAXN108_1767	AID40208.1	249	annotation not available
1280.SAXN108_1768	AID40209.1	191	annotation not available
1280.SAXN108_1769	AID40210.1	163	annotation not available
1280.SAXN108_1770	murC	437	Cell wall formation
1280.SAXN108_1771	AID40212.1	1274	Belongs to the FtsK/SpoIIIE/SftA family. 
1280.SAXN108_1772	AID40213.1	198	Belongs to the phenylalanyl-tRNA synthetase beta subunit family. Type 1 subfamily
1280.SAXN108_1773	AID40214.1	285	Belongs to the UPF0354 family
1280.SAXN108_1774	AID40215.1	103	annotation not available
1280.SAXN108_1775	AID40216.1	305	annotation not available
1280.SAXN108_1776	AID40217.1	53	annotation not available
1280.SAXN108_1777	AID40218.1	104	annotation not available
1280.SAXN108_1778	AID40219.1	280	annotation not available
1280.SAXN108_1779	trmB	214	Catalyzes the formation of N(7)-methylguanine at position 46 (m7G46) in tRNA
1280.SAXN108_1780	AID40221.1	263	annotation not available
1280.SAXN108_1781	SAXN108_1781	282	Acts on the D-isomers of alanine, leucine, aspartate, glutamate, aminobutyrate, norvaline and asparagine. The enzyme transfers an amino group from a substrate D-amino acid to the pyridoxal phosphate cofactor to form pyridoxamine and an alpha-keto acid in the first half-reaction
1280.SAXN108_1782	AID40223.1	469	annotation not available
1280.SAXN108_1783	AID40224.1	140	annotation not available
1280.SAXN108_1784	AID40225.1	231	Belongs to the pseudouridine synthase RsuA family. 
1280.SAXN108_1785	AID40226.1	553	annotation not available
1280.SAXN108_1786	AID40227.1	422	annotation not available
